cod,nome,nome_curto,incl,excl,crit,cons,nota,icd10,ICD_10_new,ICD_10_list_description,ICD_10_list_description_join
W15,Infertilidade/subfertilidade feminina,Infertilidade/subfertilidade feminina,esterilidade primária e secundária,,incapacidade de engravidar após 2 anos de tentativas,"sintoma/queixa da gravidez, outro W29",,N97.0; N97.1; N97.2; N97.3; N97.4; N97.8; N97.9; Z31.0; Z31.1; Z31.2; Z31.3; Z31.4; Z31.6; Z31.8; Z31.9,"['N970', 'N971', 'N972', 'N973', 'N974', 'N978', 'N979', 'Z310', 'Z311', 'Z312', 'Z313', 'Z314', 'Z316', 'Z318', 'Z319']","['Infertilidade feminina associada com anovulação', 'Infertilidade feminina de origem tubária', 'Infertilidade feminina de origem uterina', 'Infertilidade feminina de outra origem', 'Infertilidade feminina, sem outra especificação', 'Reconstituicao plástica Trompas de Falópio ou canais deferentes após esterilização', 'Investigação e testes em relação com procriação', 'Aconselhamento geral sobre a procriação', 'Episódio para outra medida relativa à procriação', 'Procedimentos relativos a procriacão não especificados']","Infertilidade feminina associada com anovulação; Infertilidade feminina de origem tubária; Infertilidade feminina de origem uterina; Infertilidade feminina de outra origem; Infertilidade feminina, sem outra especificação; Reconstituicao plástica Trompas de Falópio ou canais deferentes após esterilização; Investigação e testes em relação com procriação; Aconselhamento geral sobre a procriação; Episódio para outra medida relativa à procriação; Procedimentos relativos a procriacão não especificados"
W17,Hemorragia pós-parto,Hemorragia pós-parto,,,hemorragia intensa durante ou até 6 semanas após o parto,outras queixas pós-parto W18,,O72.0; O72.1; O72.2; O72.3,"['O720', 'O721', 'O722', 'O723']","['Hemorragia do terceiro estadio', 'Outras hemorragias do pós-parto imédiato', 'Hemorragias pós-parto, tardias e secundárias', 'Deficiências de coagulação pós-parto']","Hemorragia do terceiro estadio; Outras hemorragias do pós-parto imédiato; Hemorragias pós-parto, tardias e secundárias; Deficiências de coagulação pós-parto"
W18,Sintoma/queixa do pós-parto outro,Sintoma/queixa do pós-parto outro,,depressão puerperal P76; hemorragia pós-parto W17; queixas sobre o aleitamento W19; complicações do puerpério W96,queixas relacionadas com o parto e durante as seis semanas que o sucedem,,,O90.9,['O909'],"['Complicação do puerpério, sem outra especificação']","Complicação do puerpério, sem outra especificação"
W19,Sintoma/queixa da lactação,Sintoma/queixa da lactação,galactorreia; supressão da lactação; desmame,mastite puerperal W94; mamilos gretados W95,,,,O92.5; O92.6; O92.7,"['O925', 'O926', 'O927']","['Lactação suprimida', 'Galactorréia', 'Outras patologias da lactação e os não especificados']",Lactação suprimida; Galactorréia; Outras patologias da lactação e os não especificados
W21,Preocupação com a imagem corporal relacionada com a gravidez,Preocup imagem corporal na gravidez,,,,,,R46.8,['R468'],['Outros sintomas e sinais envolvendo a aparência e o comportamento'],Outros sintomas e sinais envolvendo a aparência e o comportamento
W27,Medo de complicações da gravidez,Medo de complicações da gravidez,receio de malformações congénitas no bebé,"se o doente tem a complicação, codifique-a",preocupação com/medo de complicações numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1,['Z711'],['Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito'],Individuo com queixa de saúde receada em quem nenhum diagnostico foi feito
W28,Limitação funcional/incapacidade (W),Limitação funcional/incapacidade (W),instabilidade pélvica,,limitação de função/incapacidade devida ou relacionada com gravidez,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),Z73.6,['Z736'],['Limites impostos às atividades por invalidez'],Limites impostos às atividades por invalidez
W29,Sintoma/queixa da gravidez outro,Sintoma/queixa da gravidez outro,Sintoma/queixa sobre o planeamento familiar outro,,,,,O26.0; O26.1; O26.2; O26.3; O26.5,"['O260', 'O261', 'O262', 'O263', 'O265']","['Ganho excessivo de peso na gravidez', 'Ganho de peso insuficiente na gravidez', 'Assistência à gravidez a doente com perda de gravidez recorrente', 'Retenção de dispositivo intra-uterino contracetivo (DIU) na gravidez', 'Síndrome da hipotensão materna']",Ganho excessivo de peso na gravidez; Ganho de peso insuficiente na gravidez; Assistência à gravidez a doente com perda de gravidez recorrente; Retenção de dispositivo intra-uterino contracetivo (DIU) na gravidez; Síndrome da hipotensão materna
W70,Sépsis/infecção puerperal,Sépsis/infecção puerperal,,tétano obstétrico N72,infecção do canal de nascimento ou dos órgãos reprodutores até 6 semanas pós-parto,,,O85; O86.1; O86.3,"['O85', 'O861', 'O863']","['Infeção puerperal', 'Outra infeção do trato genital subsequente ao parto']",Infeção puerperal; Outra infeção do trato genital subsequente ao parto
W71,Infecção que complica a gravidez/puerpério outra,Infecção complica gravid/puerp outra,,infecção puerperal W70; mastite puerperal W94,,,,O23.0; O23.1; O23.2; O23.3; O23.4; O23.5; O23.9; O26.4; O41.1; O75.2; O75.3; O86.2; O86.4; O86.8; O98.0; O98.1; O98.2; O98.3; O98.4; O98.5; O98.6; O98.7; O98.8; O98.9,"['O230', 'O231', 'O232', 'O233', 'O234', 'O235', 'O239', 'O264', 'O411', 'O752', 'O753', 'O862', 'O864', 'O868', 'O980', 'O981', 'O982', 'O983', 'O984', 'O985', 'O986', 'O987', 'O988', 'O989']","['Infeções do rim na gravidez', 'Infeções da bexiga na gravidez', 'Infeções da uretra na gravidez', 'Infeções de outras partes do trato urinário na gravidez', 'Infeção, sem outra especificação, do trato urinário na gravidez', 'Infeções do trato genital na gravidez', 'Infeção do trato genitourinário, sem outra especificação, na gravidez', 'Herpes gestacional', 'Infeção do saco amniótico e membranas', 'Febre durante o trabalho de parto, não classificada noutra parte', 'Outra infeção durante o trabalho de parto', 'Infeção do trato urinário subsequente a parto', 'Febre de origem desconhecida subsequente ao parto', 'Outras infeções puerperais especificadas', 'Tuberculose complicando a gravidez, o parto e o puerpério', 'Sífilis complicando a gravidez, o parto e o puerpério', 'Gonorreia complicando a gravidez, o parto e o puerpério', 'Outras infeções com um modo de transmissão predominentemente sexual complicando a gravidez, o parto e o puerpério', 'Hepatite viral complicando a gravidez, o parto e o puerpério', 'Outras doenças virais complicando a gravidez, o parto e o puerpério', 'Doenças por protozoários complicando a gravidez, o parto e o puerpério', 'Doença pelo vírus da imunodeficiência humana [VIH] complicando a gravidez, o parto e o puerpério', 'Outras infeções e doenças parasíticas maternas complicando a gravidez, o parto e o puerpério', 'Doenças infecciosas e parasitárias maternas, sem outra especificação, complicando a gravidez, o parto e o puerpério']","Infeções do rim na gravidez; Infeções da bexiga na gravidez; Infeções da uretra na gravidez; Infeções de outras partes do trato urinário na gravidez; Infeção, sem outra especificação, do trato urinário na gravidez; Infeções do trato genital na gravidez; Infeção do trato genitourinário, sem outra especificação, na gravidez; Herpes gestacional; Infeção do saco amniótico e membranas; Febre durante o trabalho de parto, não classificada noutra parte; Outra infeção durante o trabalho de parto; Infeção do trato urinário subsequente a parto; Febre de origem desconhecida subsequente ao parto; Outras infeções puerperais especificadas; Tuberculose complicando a gravidez, o parto e o puerpério; Sífilis complicando a gravidez, o parto e o puerpério; Gonorreia complicando a gravidez, o parto e o puerpério; Outras infeções com um modo de transmissão predominentemente sexual complicando a gravidez, o parto e o puerpério; Hepatite viral complicando a gravidez, o parto e o puerpério; Outras doenças virais complicando a gravidez, o parto e o puerpério; Doenças por protozoários complicando a gravidez, o parto e o puerpério; Doença pelo vírus da imunodeficiência humana [VIH] complicando a gravidez, o parto e o puerpério; Outras infeções e doenças parasíticas maternas complicando a gravidez, o parto e o puerpério; Doenças infecciosas e parasitárias maternas, sem outra especificação, complicando a gravidez, o parto e o puerpério"
W72,Neoplasia maligna relacionada com a gravidez,Neopl maligna relacion com gravidez,coriocarcinoma; corioepitelioma,,,,,C58,['C58'],['Neoplasia maligna da placenta'],Neoplasia maligna da placenta
W73,Neoplasia benigna/incerta relacionada com a gravidez,Neopl benig/incerta relacio com grav,neoplasia benigna relacionada com a gravidez; mola hidatiforme; neoplasia relacionada com a gravidez não especificada como benigna ou maligna/quando a histologia não está disponível,,,,,O01.0; O01.1; O01.9,"['O010', 'O011', 'O019']","['Mola hidatiforme clássica', 'Mola hidatiforme incompleta ou parcial', 'Mola hidatiforme, sem outra especificação']","Mola hidatiforme clássica; Mola hidatiforme incompleta ou parcial; Mola hidatiforme, sem outra especificação"
W75,Lesão traumática que complica a gravidez,Lesão traumat que complica gravidez,consequências de traumatismos que interferem com a gravidez,novo traumatismo causado pelo parto (parto complicado/nado vivo) W92; novo traumatismo causado pelo parto (parto complicado/nado morto) W93,,,,T14.9,['T149'],"['Lesão, sem outra especificação']","Lesão, sem outra especificação"
W76,Malformação congénita que complica a gravidez,Malform congén que complica gravidez,malformação materna que pode afectar a gravidez/o parto,,,,,O99.8,['O998'],"['Outras doenças e condições especificadas complicando a gravidez, o parto e o puerpério']","Outras doenças e condições especificadas complicando a gravidez, o parto e o puerpério"
W78,Gravidez,Gravidez,,gravidez não desejada W79; gravidez ectópica W80; gravidez de alto risco W84,,,,Z32.1; Z33; Z34.0; Z34.8; Z34.9; Z36.0; Z36.1; Z36.2; Z36.3; Z36.4; Z36.5; Z36.8; Z36.9,"['Z321', 'Z33', 'Z340', 'Z348', 'Z349', 'Z360', 'Z361', 'Z362', 'Z363', 'Z364', 'Z365', 'Z368', 'Z369']","['Estado de gravidez', 'Episódio para supervisão de primeira gravidez normal', 'Episódio para supervisão de outra gravidez normal', 'Episódio para supervisão de gravidez normal, sem outra especificação', 'Episódio para rastreio pré-natal para anomalias cromossómicas ', 'Episódio para rastreio pré-natal para concentração de alfafetoproteína', 'Episódio para seguimento de rastreio pré-natal ', 'Episódio para rastreio pré-natal para malformações', 'Episódio para rastreio pré-natal para restrição do crescimento fetal', 'Episódio para teste de Coombs', 'Episódio para outros rastreio pré-natal ', 'Episódio para rastreio pré-natal, não especificada']","Estado de gravidez; Episódio para supervisão de primeira gravidez normal; Episódio para supervisão de outra gravidez normal; Episódio para supervisão de gravidez normal, sem outra especificação; Episódio para rastreio pré-natal para anomalias cromossómicas ; Episódio para rastreio pré-natal para concentração de alfafetoproteína; Episódio para seguimento de rastreio pré-natal ; Episódio para rastreio pré-natal para malformações; Episódio para rastreio pré-natal para restrição do crescimento fetal; Episódio para teste de Coombs; Episódio para outros rastreio pré-natal ; Episódio para rastreio pré-natal, não especificada"
W79,Gravidez não desejada,Gravidez não desejada,,,,,,Z32.1; Z64.0,"['Z321', 'Z640']",['Problemas relacionados com gravidez não desejada'],Problemas relacionados com gravidez não desejada
W80,Gravidez ectópica,Gravidez ectópica,,,"confirmação por ecografia, laparoscopia, culdoscopia ou cirurgia","hemorragia pré-parto W03; sintoma/queixa da gravidez, outro W29",,O00.0; O00.1; O00.2; O00.8; O00.9,"['O000', 'O001', 'O002', 'O008', 'O009']","['Gravidez abdominal', 'Gravidez tubária', 'Gravidez ovárica', 'Outra gravidez ectópica', 'Gravidez ectópica, sem outra especificação']","Gravidez abdominal; Gravidez tubária; Gravidez ovárica; Outra gravidez ectópica; Gravidez ectópica, sem outra especificação"
W81,Toxémia da gravidez,Toxémia da gravidez,eclâmpsia; hipertensão na gravidez; edema na gravidez; pré-eclâmpsia; proteinúria na gravidez,hipertensão pré-existente K86,,"sintoma/queixa da gravidez, outro W29",,O10; O11; O12.0; O12.1; O12.2; O13; O14.0; O14.1; O14.2; O14.9; O15.0; O15.1; O15.2; O15.9; O16,"['O10', 'O11', 'O120', 'O121', 'O122', 'O13', 'O140', 'O141', 'O142', 'O149', 'O150', 'O151', 'O152', 'O159', 'O16']","['Hipertensão pré-existente complicando a gravidez, o parto e o puerpério', 'Hipertensão pré-existente com pré-eclâmpsia', 'Edema gestacional', 'Proteinúria gestacional', 'Edema gestacional com proteinúria', 'Hipertensão gestacional [induzida pela gravidez] sem proteinúria significativa', 'Pré-eclâmpsia moderada', 'Pré-eclâmpsia grave', 'Síndrome de HELLP', 'Pré-eclâmpsia, sem outra especificação', 'Eclâmpsia complicando a gravidez', 'Eclâmpsia complicando o parto', 'Eclâmpsia complicando o puerpério', 'Eclâmpsia, não especificado quanto ao período de tempo', 'Hipertensão materna, sem outra especificação']","Hipertensão pré-existente complicando a gravidez, o parto e o puerpério; Hipertensão pré-existente com pré-eclâmpsia; Edema gestacional; Proteinúria gestacional; Edema gestacional com proteinúria; Hipertensão gestacional [induzida pela gravidez] sem proteinúria significativa; Pré-eclâmpsia moderada; Pré-eclâmpsia grave; Síndrome de HELLP; Pré-eclâmpsia, sem outra especificação; Eclâmpsia complicando a gravidez; Eclâmpsia complicando o parto; Eclâmpsia complicando o puerpério; Eclâmpsia, não especificado quanto ao período de tempo; Hipertensão materna, sem outra especificação"
W82,Aborto espontâneo,Aborto espontâneo,aborto completo/incompleto/retido/habitual,hemorragia pré-parto W03; aborto provocado W83; contracções prematuras depois da 28ª semana de gravidez W92; morte fetal/nado morto após a 28ª semana de gravidez W93,,,,N96; O02.0; O02.1; O02.8; O02.9; O03.0; O03.1; O03.2; O03.3; O03.4; O03.5; O03.6; O03.7; O03.8; O03.9; O05.0; O05.1; O05.2; O05.3; O05.4; O05.5; O05.6; O05.7; O05.8; O05.9; O06.0; O06.1; O06.2; O06.3; O06.4; O06.5; O06.6; O06.7; O06.8; O06.9,"['N96', 'O020', 'O021', 'O028', 'O029', 'O030', 'O031', 'O032', 'O033', 'O034', 'O035', 'O036', 'O037', 'O038', 'O039', 'O050', 'O051', 'O052', 'O053', 'O054', 'O055', 'O056', 'O057', 'O058', 'O059', 'O060', 'O061', 'O062', 'O063', 'O064', 'O065', 'O066', 'O067', 'O068', 'O069']","['Perda recorrente da gravidez', 'Ovo cego e mola não-hidatiforme', 'Aborto retido', 'Outros produtos anormais da conceção especificados', 'Produto anormal da conceção, não especificado', 'Infeção do trato genital e pélvica subsequente a aborto espontâneo incompleto', 'Hemorragia prolongada ou excessiva subsequente a aborto espontâneo incompleto', 'Embolia subsequente a aborto espontâneo incompleto', 'Aborto espontâneo, incompleto, com outras complicações ou com complicações não especificadas', 'Aborto espontâneo incompleto, sem complicações', 'Infeção do trato genital e pélvica subsequente a aborto completo ou espontâneo não especificado', 'Hemorragia prolongada ou excessiva subsequente a aborto completo ou espontâneo não especificado', 'Embolia subsequente a aborto completo ou espontâneo não especificado', 'Aborto espontâneo, completo ou não especificado, com outras complicações ou com complicações não especificadas', 'Aborto espontâneo completo ou não especificado sem complicações']","Perda recorrente da gravidez; Ovo cego e mola não-hidatiforme; Aborto retido; Outros produtos anormais da conceção especificados; Produto anormal da conceção, não especificado; Infeção do trato genital e pélvica subsequente a aborto espontâneo incompleto; Hemorragia prolongada ou excessiva subsequente a aborto espontâneo incompleto; Embolia subsequente a aborto espontâneo incompleto; Aborto espontâneo, incompleto, com outras complicações ou com complicações não especificadas; Aborto espontâneo incompleto, sem complicações; Infeção do trato genital e pélvica subsequente a aborto completo ou espontâneo não especificado; Hemorragia prolongada ou excessiva subsequente a aborto completo ou espontâneo não especificado; Embolia subsequente a aborto completo ou espontâneo não especificado; Aborto espontâneo, completo ou não especificado, com outras complicações ou com complicações não especificadas; Aborto espontâneo completo ou não especificado sem complicações"
