cod,componente,nome,nome_curto,incl,excl,crit,cons,nota,icd10
A90,7,Malformação congénita NE/múltipla,Malformação congénita NE/múltipla,anomalia cromossómica e outras anomalias congénitas sistémicas não classificadas noutro local.,rubéola congénita A74; malformações relacionadas com um sistema corporal específico devem ser codificadas no capítulo desse sistema,,,,Q85.0; Q85.1; Q85.8; Q85.9; Q86.0; Q86.1; Q86.2; Q86.8; Q87.0; Q87.1; Q87.2; Q87.3; Q87.4; Q87.5; Q87.8; Q89.3; Q89.4; Q89.7; Q89.9; Q90.0; Q90.1; Q90.2; Q90.9; Q91.0; Q91.1; Q91.2; Q91.3; Q91.4; Q91.5; Q91.6; Q91.7; Q92.0; Q92.1; Q92.2; Q92.3; Q92.4; Q92.5; Q92.6; Q92.7; Q92.8; Q92.9; Q93.0; Q93.1; Q93.2; Q93.3; Q93.4; Q93.5; Q93.6; Q93.7; Q93.8; Q93.9; Q95.0; Q95.1; Q95.2; Q95.3; Q95.4; Q95.5; Q95.8; Q95.9; Q96.0; Q96.1; Q96.2; Q96.3; Q96.4; Q96.8; Q96.9; Q97.0; Q97.1; Q97.2; Q97.3; Q97.8; Q97.9; Q98.0; Q98.1; Q98.2; Q98.3; Q98.4; Q98.5; Q98.6; Q98.7; Q98.8; Q98.9; Q99.0; Q99.1; Q99.2; Q99.8; Q99.9
A91,7,Investigação com resultado anormal NE,Investigação c/ resultado anormal NE,perturbação electrolítica inexplicada; hiperglicémia inexplicada; patologia/imagiologia anormal e inexplicada,glóbulos brancos anormais B84; outra anomalia hematológica B99; défice vitamínico/nutricional T91; teste de urina anormal U98; esfregaço cervical anormal X86,resultado anormal não atribuído a doença conhecida,,,R73.0; R73.9; R74.0; R74.8; R74.9; R76.0; R76.1; R76.2; R76.8; R76.9; R77.0; R77.1; R77.2; R77.8; R77.9; R78.0; R78.1; R78.2; R78.3; R78.4; R78.5; R78.6; R78.7; R78.8; R78.9; R79.0; R79.8; R79.9; R83.0; R83.1; R83.2; R83.3; R83.4; R83.5; R83.6; R83.7; R83.8; R83.9; R84.0; R84.1; R84.2; R84.3; R84.4; R84.5; R84.6; R84.7; R84.8; R84.9; R85.0; R85.1; R85.2; R85.3; R85.4; R85.5; R85.6; R85.7; R85.8; R85.9; R86.0; R86.1; R86.2; R86.3; R86.4; R86.5; R86.6; R86.7; R86.8; R86.9; R87.0; R87.1; R87.2; R87.3; R87.4; R87.5; R87.7; R87.8; R87.9; R89.0; R89.1; R89.2; R89.3; R89.4; R89.5; R89.6; R89.7; R89.8; R89.9; R90.0; R90.8; R91; R92; R93.0; R93.1; R93.2; R93.3; R93.4; R93.5; R93.6; R93.7; R93.8; R94.0; R94.1; R94.2; R94.3; R94.4; R94.5; R94.6; R94.7; R94.8
A92,7,Alergia/reacção alérgica NE,Alergia/reacção alérgica NE,edema alérgico; choque anafilático; edema angioneurótico; alergia alimentar,alergia consequência de medicação A85; rinite alérgica R97; urticária S98,,,,T78.0; T78.1; T78.2; T78.3; T78.4
A93,7,Recém-nascido prematuro,Recém-nascido prematuro,,,nado-vivo com menos de 37 semanas de gestação,,,P07.0; P07.1; P07.2; P07.3
A94,7,Morbilidade perinatal outra,Morbilidade perinatal outra,,condições congénitas NE A90; recém-nascido prematuro A93; atraso de crescimento T10,morbilidade com origem in utero ou até 7 dias após o nascimento,,,P00.0; P00.1; P00.2; P00.3; P00.4; P00.5; P00.6; P00.7; P00.8; P00.9; P01.0; P01.1; P01.2; P01.3; P01.4; P01.5; P01.6; P01.7; P01.8; P01.9; P02.0; P02.1; P02.2; P02.3; P02.4; P02.5; P02.6; P02.7; P02.8; P02.9; P03.0; P03.1; P03.2; P03.3; P03.4; P03.5; P03.6; P03.8; P03.9; P04.0; P04.1; P04.2; P04.3; P04.4; P04.5; P04.6; P04.8; P04.9; P05.0; P05.1; P05.2; P05.9; P08.0; P08.1; P08.2; P10.0; P10.1; P10.2; P10.3; P10.4; P10.8; P10.9; P11.0; P11.1; P11.2; P11.3; P11.4; P11.5; P11.9; P12.0; P12.1; P12.2; P12.3; P12.4; P12.8; P12.9; P13.0; P13.1; P13.2; P13.3; P13.4; P13.8; P13.9; P14.0; P14.1; P14.2; P14.3; P14.8; P14.9; P15.0; P15.1; P15.2; P15.3; P15.4; P15.5; P15.6; P15.8; P15.9; P20.0; P20.1; P20.9; P21.0; P21.1; P21.9; P22.0; P22.1; P22.8; P22.9; P23.0; P23.1; P23.2; P23.3; P23.4; P23.5; P23.6; P23.8; P23.9; P24.0; P24.1; P24.2; P24.3; P24.8; P24.9; P25.0; P25.1; P25.2; P25.3; P25.8; P26.0; P26.1; P26.8; P26.9; P27.0; P27.1; P27.8; P27.9; P28.0; P28.1; P28.2; P28.3; P28.4; P28.5; P28.8; P28.9; P29.0; P29.1; P29.2; P29.3; P29.4; P29.8; P29.9; P35.0; P35.1; P35.2; P35.3; P35.8; P35.9; P36.0; P36.1; P36.2; P36.3; P36.4; P36.5; P36.8; P36.9; P37.0; P37.1; P37.2; P37.3; P37.4; P37.5; P37.8; P37.9; P38; P39.0; P39.1; P39.2; P39.3; P39.4; P39.8; P39.9; P50.0; P50.1; P50.2; P50.3; P50.4; P50.5; P50.8; P50.9; P51.0; P51.8; P51.9; P52.0; P52.1; P52.2; P52.3; P52.4; P52.5; P52.6; P52.8; P52.9; P53; P54.0; P54.1; P54.2; P54.3; P54.4; P54.5; P54.6; P54.8; P54.9; P55.0; P55.1; P55.8; P55.9; P56.0; P56.9; P57.0; P57.8; P57.9; P58.0; P58.1; P58.2; P58.3; P58.4; P58.5; P58.8; P58.9; P59.0; P59.1; P59.2; P59.3; P59.8; P59.9; P60; P61.0; P61.1; P61.2; P61.3; P61.4; P61.5; P61.6; P61.8; P61.9; P70.0; P70.1; P70.2; P70.3; P70.4; P70.8; P70.9; P71.0; P71.1; P71.2; P71.3; P71.4; P71.8; P71.9; P72.0; P72.1; P72.2; P72.8; P72.9; P74.0; P74.1; P74.2; P74.3; P74.4; P74.5; P74.8; P74.9; P75; P76.0; P76.1; P76.2; P76.8; P76.9; P77; P78.0; P78.1; P78.2; P78.3; P78.8; P78.9; P80.0; P80.8; P80.9; P81.0; P81.8; P81.9; P83.0; P83.1; P83.2; P83.3; P83.4; P83.5; P83.6; P83.8; P83.9; P90; P91.0; P91.1; P91.2; P91.3; P91.4; P91.5; P91.6; P91.8; P91.9; P92.0; P92.1; P92.2; P92.3; P92.4; P92.5; P92.8; P93; P92.9; P94.0; P94.1; P94.2; P94.8; P94.9; P96.0; P96.1; P96.2; P96.3; P96.4; P96.5; P96.8; P96.9
A95,7,Mortalidade perinatal,Mortalidade perinatal,,,morte in utero ou até 7 dias após o nascimento,,,P95; R95.0; R95.9
A96,7,Morte,Morte,,morte perinatal A95,,,,O95; O97.0; O97.1; O97.9; R95.0; R95.9; R96.0; R96.1; R98; R99
A97,7,Sem doença,Sem doença,nenhuma doença/afecção abordada durante a consulta,manutenção da saúde/medicina preventiva A98,,,"Por vezes o doente tem um motivo de consulta que o médico de família não consegue interpretar como um diagnóstico ou sintoma dentro do domínio da medicina familiar. Nestes casos, o MF/CG usará o código A97, indicando que o motivo de consulta do doente se refere a algo que o MF/CG não pode responder profissionalmente, excepto explicando que é esse o caso.",Z00.0; Z00.1; Z00.2; Z00.3; Z00.4; Z00.5; Z00.6; Z00.8; Z02.0; Z02.1; Z02.2; Z02.3; Z02.4; Z02.5; Z02.6; Z02.7; Z02.8; Z02.9
A98,7,Manutenção de saúde/medicina preventiva,Manutenção saúde/medicina preventiva,"procedimento/aconselhamento médico com intuito preventivo, incluindo aconselhamento genético",sem doença A97,,,,Z01.0; Z01.1; Z01.2; Z01.3; Z01.4; Z01.5; Z01.6; Z01.7; Z01.8; Z01.9; Z10.0; Z10.1; Z10.2; Z10.3; Z10.8; Z11.0; Z11.1; Z11.2; Z11.3; Z11.4; Z11.5; Z11.6; Z11.8; Z11.9; Z12.0; Z12.1; Z12.2; Z12.3; Z12.4; Z12.5; Z12.6; Z12.8; Z12.9; Z13.0; Z13.1; Z13.2; Z13.3; Z13.4; Z13.5; Z13.6; Z13.7; Z13.8; Z13.9; Z23.0; Z23.1; Z23.2; Z23.3; Z23.4; Z23.5; Z23.6; Z23.7; Z23.8; Z24.0; Z24.1; Z24.2; Z24.3; Z24.4; Z24.5; Z24.6; Z25.0; Z25.1; Z25.8; Z26.0; Z26.8; Z26.9; Z27.0; Z27.1; Z27.2; Z27.3; Z27.4; Z27.8; Z27.9; Z29.0; Z29.1; Z29.2; Z29.8; Z29.9; Z31.5; Z40.0; Z40.8; Z40.9; Z70.0; Z70.1; Z70.2; Z70.3; Z70.8; Z70.9
A99,7,Doença/condição de natureza/localização não especificada,Doença/condição natureza/localiz NE,portador de doença NE; vigilância de problema continuado NE,,,,,D15.7; D15.9; D19.7; D19.9; D36.7; D36.9; D48.9; R57.8; R57.9; R69; Z03.0; Z03.1; Z03.2; Z03.3; Z03.4; Z03.5; Z03.6; Z03.8; Z03.9; Z04.0; Z04.1; Z04.2; Z04.3; Z04.4; Z04.5; Z04.6; Z04.8; Z04.9; Z08.0; Z08.1; Z08.2; Z08.7; Z08.8; Z08.9; Z09.0; Z09.1; Z09.2; Z09.3; Z09.4; Z09.7; Z09.8; Z09.9; Z22.0; Z22.1; Z22.2; Z22.3; Z22.4; Z22.5; Z22.6; Z22.8; Z22.9; Z41.0; Z41.1; Z41.3; Z41.8; Z41.9; Z42.0; Z42.1; Z42.2; Z42.3; Z42.4; Z42.8; Z42.9; Z47.0; Z47.8; Z47.9; Z48.0; Z48.8; Z48.9; Z49.0; Z49.1; Z49.2; Z50.0; Z50.1; Z50.2; Z50.3; Z50.4; Z50.5; Z50.6; Z50.7; Z50.8; Z50.9; Z51.0; Z51.1; Z51.2; Z51.3; Z51.4; Z51.5; Z51.6; Z51.8; Z51.9; Z52.0; Z52.1; Z52.2; Z52.3; Z52.4; Z52.5; Z52.6; Z52.7; Z52.8; Z52.9; Z53.0; Z53.1; Z53.2; Z53.8; Z53.9; Z54.0; Z54.1; Z54.2; Z54.3; Z54.4; Z54.7; Z54.8; Z54.9; Z71.0; Z71.2; Z71.3; Z71.4; Z71.5; Z71.6; Z71.7; Z71.8; Z71.9; Z76.0; Z76.1; Z76.2; Z76.3; Z76.4; Z76.8; Z76.9; Z90.0; Z90.8; Z98.8
B02,1,Gânglio(s) linfático(s) aumentado(s) de volume/doloroso(s),Gânglio linfático aumentado/doloroso,linfadenopatia com/sem dor/sensibilidade; outro sintoma/queixa do(s) gânglio(s) linfático(s),linfadenite aguda B70; linfadenite crónica/não específica B71,,,,R59.0; R59.1; R59.9
B04,1,Sintoma/queixa do sangue,Sintoma/queixa do sangue,,anemia B82; palidez S08,,,,R68.8
B25,1,Medo de SIDA/VIH,Medo de SIDA/VIH,,"se o doente tem a doença, codifique-a",preocupação com/medo de SIDA/HIV numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
B26,1,Medo de cancro do sangue/linfático,Medo de cancro do sangue/linfático,,"se o doente tem a doença, codifique-a",preocupação com/medo de cancro do sangue/linfático numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
B27,1,Medo de doença do sangue/linfática outra,Medo outra doença sangue/linfática,,"medo de cancro do sangue/linfático B26; se o doente tem a doença, codifique-a",preocupação com/medo de outra doença do sangue/linfática numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
B28,1,Limitação funcional/incapacidade (B),Limitação funcional/incapacidade (B),incapacidade provocada por problemas de perda de sangue,,limitação de função/incapacidade devido a um problema de sangue/órgãos hematopoiéticos/mecanismo imunológico,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),Z73.6
B29,1,Sintoma/queixa linfática/de mecanismo imunológico outro,Sinto/queixa linfát/mecan imun outro,,esplenomegália B87,,,,R68.8
B70,7,Linfadenite aguda,Linfadenite aguda,abcesso de gânglio linfático,linfadenite crónica/inespecífica/mesentérica B71; linfangite aguda S76,"um/mais gânglios linfáticos inflamados/aumentados e sensíveis/dolorosos na mesma região anatómica, de aparecimento recentemente (menos de 6 semanas) e cuja fonte primária de infecção é desconhecida",gânglio linfático aumentado B02,,L04.0; L04.1; L04.2; L04.3; L04.8; L04.9
B71,7,Linfadenite crónica/inespecífica,Linfadenite crónica/inespecífica,linfadenite mesentérica,linfadenite aguda B70; linfangite aguda S76,gânglios linfáticos aumentados dolorosos persistindo mais de 6 semanas; ou identificação por cirurgia/ecografia/linfografia/outro método de gânglios linfáticos mesentéricos aumentados e inflamados,gânglio linfático aumentado B02,,I88.0; I88.1; I88.8; I88.9
B72,7,Doença de Hodgkin/linfoma,Doença de hodgkin/linfoma,,,aparência histológica característica,outra neoplasia maligna do sangue/linfáticos B74; neoplasia benigna/não especificada do sangue/linfáticos B75,,C81.0; C81.1; C81.2; C81.3; C81.7; C81.9; C82.0; C82.1; C82.2; C82.7; C82.9; C83.0; C83.1; C83.3; C83.5; C83.7; C83.8; C83.9; C84.0; C84.1; C84.4; C84.5; C85.2; C85.1; C85.7; C85.9; C86.0; C86.1; C86.2; C86.3; C86.4; C86.5; C86.6
B73,7,Leucemia,Leucemia,todos os tipos de leucemia,,aparência histológica característica,neoplasia benigna/não especificada do sangue/linfáticos B75,,C91.0; C91.1; C91.3; C91.4; C91.5; C91.6; C91.7; C91.8; C91.9; C92.0; C92.1; C92.2; C92.3; C92.4; C92.5; C92.6; C92.7; C92.8; C92.9; C93.0; C93.1; C93.3; C93.7; C93.9; C94.0; C94.2; C94.3; C94.4; C94.7; C95.0; C95.1; C95.7; C95.9
B74,7,Neoplasia maligna do sangue outra,Neoplasia maligna do sangue outra,mieloma múltiplo; doença mieloproliferativa,doença de Hodgkin/linfoma B72,,,,C26.1; C37; C46.3; C77.0; C77.1; C77.2; C77.3; C77.4; C77.5; C77.8; C77.9; C88.0; C88.2; C88.3; C88.4; C88.7; C88.9; C90.0; C90.1; C90.2; C90.3; C94.6; C96.0; C96.2; C96.4; C96.5; C96.6; C96.7; C96.8; C96.9
B75,7,Neoplasia benigna/não especificada do sangue ,Neoplasia benigna/NE do sangue ,neoplasia benigna do sangue; neoplasia do sangue não especificada como benigna ou maligna/quando um teste não está disponível; policitemia rubra vera,,,,,D15.0; D36.0; D45; D47.0; D47.1; D47.2; D47.3; D47.4; D47.5; D47.7; D47.9
B76,7,Rotura do baço traumática,Rotura do baço traumática,,,,,,S36.0
B77,7,Lesão do sangue/linfa/baço outra,Lesão do sangue/linfa/baço outra,,rotura do baço traumática B76,,,,T11.4; T13.4; T14.9
B78,7,Anemia hemolítica hereditária,Anemia hemolítica hereditária,traço falciforme; anemia de células falciformes; esferocitose; talassémia,,"achados característicos em testes como electroforese da hemoglobina, esfregaço de sangue ou aumento da fragilidade osmótica dos eritrócitos",outra malformação congénita do sangue/linfática B79,,D56.0; D56.1; D56.2; D56.3; D56.4; D56.8; D56.9; D57.0; D57.1; D57.2; D57.3; D57.8; D58.0; D58.1; D58.2; D58.8; D58.9
B79,7,Malformação congénita do sangue/linfática outra,Malform congén sangue/linfát outra,anemia congénita,anemia hemolítica hereditária B78; hemofilia B83; hemangioma/linfangioma S81,,,,D61.0; D64.0; D64.4; Q89.0; Q89.8
B80,7,Anemia por deficiência de ferro,Anemia por deficiência de ferro,anemia devida a perda de sangue,deficiência de ferro sem anemia T91,"diminuição da hemoglobina ou do hematócrito, atingindo níveis inferiores aos indicados para a idade e o sexo; mais evidência de perda de sangue, ou índices ou aparência de eritrócitos hipocrómicos microcíticos na ausência de talassémia; ou ferro sérico diminuído e aumento da capacidade de fixação de ferro; ou diminuição da ferritina sérica; ou diminuição da hemossiderina na medula óssea; ou boa resposta à administração de ferro",anemia outra/não especificada B82,,D50.0; D50.1; D50.8; D50.9
B81,7,Anemia por deficiência de vit B12/folatos,Anemia deficiênc de vit B12/folatos,anemia macrocítica; anemia perniciosa,deficiência de vit B12; sem anemia T91,anemia macrocítica por esfregaço/índices mais nível de vitamina B12/folato baixo/teste de Schilling positivo,,,D51.0; D51.1; D51.2; D51.3; D51.8; D51.9; D52.0; D52.1; D52.8; D52.9
B82,7,Anemia outra/não especificada,Anemia outra/não especificada,anemia hemolítica adquirida; anemia aplástica; doença auto-imune sanguínea; anemia megaloblástica NE; anemia por deficiência de proteínas,anemia por deficiência de ferro B80; anemia por deficiência de vit B12/folato B81; anemia da gravidez W84,,,,D46.0; D46.1; D46.2; D46.4; D46.5; D46.6; D46.7; D46.9; D53.0; D53.1; D53.2; D53.8; D53.9; D55.0; D55.1; D55.2; D55.3; D55.8; D55.9; D59.0; D59.1; D59.2; D59.3; D59.4; D59.5; D59.6; D59.8; D59.9; D60.0; D60.1; D60.8; D60.9; D61.3; D61.8; D61.9; D62; D63.0; D63.8; D64.1; D64.3; D64.8; D64.9
B83,7,Púrpura/defeito de coagulação,Púrpura/defeito de coagulação,plaquetas anormais; hemofilia; trombocitopénia,,,,,D65; D66; D67; D68.0; D68.1; D68.2; D68.3; D68.4; D68.5; D68.6; D68.8; D68.9; D69.0; D69.1; D69.2; D69.3; D69.4; D69.5; D69.6; D69.8; D69.9
B84,7,Glóbulos brancos anormais inexplicados,Glóbulos brancos anorm inexplicados,neutrofilia persistente ou inexplicada; agranulocitose inexplicada; eosinofilia inexplicada; leucocitose inexplicada; linfocitose inexplicada; neutropenia inexplicada,leucemia B73,,,,D70; D71; D72.0; D72.1; D72.8; D72.9; R72
B87,7,Esplenomegália,Esplenomegália,,hiperesplenismo B99,,,,R16.1; R16.2
B90,7,Infecção VIH/SIDA,Infecção VIH/SIDA,,,infecção VIH provada em teste serológico num doente com/sem sintomas,,,B20.0; B20.1; B20.2; B20.3; B20.4; B20.5; B20.6; B20.7; B20.8; B20.9; B21.0; B21.1; B21.2; B21.3; B21.7; B21.8; B21.9; B22.0; B22.1; B22.2; B22.7; B23.0; B23.1; B23.2; B23.8; B24; R75; Z21
B99,7,Doença do sangue/linfa/baço outra,Doença do sangue/linfa/baço outra,defeito do complemento; hiperesplenismo; imunodeficiência; malformação hematológica outra/não especificada; VS elevada; malformação dos eritrócitos; sarcoidose; policitémia secundária,linfadenite aguda B70; linfadenite crónica/não especificada B71; policitémia primária B75; VIH/SIDA B90; linfedema K99,,,,D73.0; D73.1; D73.2; D73.3; D73.4; D73.5; D73.8; D73.9; D74.0; D74.8; D74.9; D75.0; D75.1; D75.8; D75.9; D76.1; D76.2; D76.3; D77; D80.0; D80.1; D80.2; D80.3; D80.4; D80.5; D80.6; D80.7; D80.8; D80.9; D81.0; D81.1; D81.2; D81.3; D81.4; D81.5; D81.6; D81.7; D81.8; D81.9; D82.0; D82.1; D82.2; D82.3; D82.4; D82.8; D82.9; D83.0; D83.1; D83.2; D83.8; D83.9; D84.0; D84.1; D84.8; D84.9; D86.0; D86.1; D86.2; D86.3; D86.8; D86.9; D89.0; D89.1; D89.2; D89.3; D89.8; D89.9; I89.1; I89.8; I89.9; R70.0; R70.1; R71
D01,1,Dor/cólica abdominal generalizada,Dor/cólica abdominal generalizada,cólica abdominal; cólica/desconforto/dor abdominal NE; cólica infantil,dor epigástrica D02; azia D03; outra dor abdominal localizada DO6; dispepsia/indigestão D07; flatulência/gases/eructação D08; cólica biliar D98; cólica renal U14; dismenorreia X02,,,,R10.0; R10.4
D02,1,Dor abdominal epigástrica,Dor abdominal epigástrica,desconforto epigástrico; enfartamento; dor de estômago,dispepsia/indigestão D07; flatulência/gases/eructação D08,,,,R10.1
D03,1,Azia,Azia,acidez; pirose,dor epigástrica D02; dispepsia/indigestão D07; oesofagite/refluxo D84,,,,R12
D04,1,Dor anal/rectal,Dor anal/rectal,espasmo anal; proctalgia fugaz,fezes impactadas D12,,,,K59.4; R10.2; R10.3
D05,1,Irritação perianal,Irritação perianal,prurido perianal,prurido da vulva X16,,,,L29.0; L29.3
D06,1,Dor abdominal localizada outra,Dor abdominal localizada outra,dor do cólon,dor abdominal generalizada D01; dor epigastrica D02; azia D03; dispepsia/indigestão D07; flatulência/gases/eructação D08; síndrome do cólon irritável D93; cólica biliar D98; cólica renal U14; dismenorreia X02,,,,R10.1; R10.2; R10.3
D07,1,Dispepsia/indigestão,Dispepsia/indigestão,,dor epigástrica D02; azia D03; flatulência/gases/eructação D08; DRGE D84,dor ou desconforto crónico ou recorrente centrado na porção superior do abdómen,,,K30
D08,1,Flatulência/gases/eructação,Flatulência/gases/eructação,estômago inchado; arroto; dor provocada por gases; distensão gasosa,dispepsia/indigestão D07; alteração do volume abdominal D25,,,,R14
D09,1,Náusea,Náusea,,sensação de ter comido demais D02; vómito D10; náusea provocada pelo álcool P16; perda de apetite T03; náuseas durante a gravidez W05,,,código para náuseas e vómitos como um diagnóstico: D10,R11
D10,1,Vómito,Vómitos,emese; hiperemese; esforço de vómito,hematemese D14; vómitos durante a gravidez W05,,,código para vómitos e diarreia como um diagnóstico: D11,F50.5; R11
D11,1,Diarreia,Diarreia,evacuação intestinal frequente/solta; fezes líquidas,melena D15; alteração das fezes/movimentos intestinais D18,,,,K52.9; K59.1
D12,1,Obstipação,Obstipação,impactação fecal,íleo D99,,,,K56.4; K59.0
D13,1,Icterícia,Icterícia,ictérico,,,,,R17
D14,1,Hematemese/vómito de sangue,Hematemese/vómito de sangue,,hemoptise R24,,,,K92.0
D15,1,Melena,Melena,fezes escuras/tipo alcatrão,sangue fresco nas fezes D16,,,,K92.1
D16,1,Hemorragia rectal,Hemorragia rectal,sangue fresco nas fezes,sangue oculto nas fezes A10; melena D15,,,,K62.5
D17,1,Incontinência intestinal,Incontinência intestinal,incontinência fecal,encoprese P13,,,,R15
D18,1,Alteração nas fezes/movimentos intestinais,Alteração nas fezes/movimentos intes,,diarreia D11; obstipação D12; incontinência intestinal D17; sangue oculto A91,,,,R19.4; R19.5
D19,1,Sintoma/queixa dos dentes/gengivas,Sintoma/queixa dos dentes/gengivas,problema da dentadura; hemorragia gengival; erupção dos dentes; dor de dentes,cáries D82,,,,K00.7; K03.6; K03.7; K08.8
D20,1,Sintoma/queixa da boca/língua/lábio,Sintoma/queixa da boca/língua/lábio,mau hálito; língua saburrenta; lábios gretados; salivação; boca seca; halitose; inflamação da boca; lábios inchados,problema dos dentes/gengivas D19; queilose D83; alteração do gosto N16; desidratação T11,,,,K13.1; K13.7; K14.1; K14.2; K14.5; K14.6; R19.6; R68.2
D21,1,Problema de deglutição,Problema de deglutição,sensação de sufoco; disfagia,,,,,R13
D23,1,Hepatomegália,Hepatomegália,,,,,,R16.0; R16.2
D24,1,Massa Abdominal NE,Massa abdominal NE,alto no abdómen,esplenomegália B87; hepatomegália D23; massa renal U14,,,,R19.0
D25,1,Distensão abdominal,Distensão abdominal,abdómen inchado sem massa,flatulência/gases/eructação D08; massa abdominal D24; ascite D29,,,,R19.0
D26,1,Medo de cancro do sistema digestivo,Medo de cancro do sistema digestivo,,"se o doente tem a doença, codifique-a",preocupação com/medo de cancro do sistema digestivo numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
D27,1,Medo de doença do sistema digestivo outra,Medo doença sistema digestivo outra,,"medo de cancro do sistema digestivo D26; se o doente tem a doença, codifique-a",preocupação com/medo de outra doença do sistema digestivo numa pessoa sem a doença/até o diagnóstico ser confirmado,,,Z71.1
D28,1,Limitação funcional/incapacidade (D),Limitação funcional/incapacidade (D),,colostomia/gastrostomia A89; perturbação pós-operatória D99; síndrome do esvaziamento rápido (dumping) D99,limitação de função/incapacidade atribuída a problema do aparelho digestivo,,Os quadros COOP/WONCA permitem documentar o estado funcional do doente (ver Capítulo 8),Z73.6
D29,1,Sintoma/queixa digestivo outro,Sintoma/queixa digestivo outro,ascite; ranger dos dentes,,,,,K03.8; R18; R19.1; R19.2; R19.3; R19.8
